,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
529,078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,26850,2,-2100,-7.25,28650,29050,26000,812473,21985012600,409311656700,15244382,KSQ
530,033640,KR7033640004,네패스,KOSDAQ,중견기업부,17710,2,-90,-0.51,17730,17750,17410,96753,1698938660,408378467420,23059202,KSQ
531,122640,KR7122640006,예스티,KOSDAQ,벤처기업부,21400,1,50,0.23,20900,21600,20850,103220,2195981500,407548918800,19044342,KSQ
532,252990,KR7252990007,샘씨엔에스,KOSDAQ,기술성장기업부,7670,2,-330,-4.13,7850,8050,7610,1195778,9283958430,405732146950,52898585,KSQ
533,033270,KR7033270000,유나이티드제약,KOSPI,,24800,1,100,0.4,24700,24850,24300,39630,974403250,405078785600,16333822,STK
534,425040,KR7425040003,티이엠씨,KOSDAQ,기술성장기업부,19000,2,-30,-0.16,18960,19130,18800,100845,1913161240,404674578000,21298662,KSQ
535,347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,38650,1,5650,17.12,49250,53900,37050,10361293,478734546050,403089816800,10429232,KSQ
536,041830,KR7041830001,인바디,KOSDAQ,우량기업부,29350,2,-400,-1.34,29700,30200,29200,36881,1096628300,401619001700,13683782,KSQ
537,006405,KR7006401004,삼성SDI우,KOSPI,,247500,1,3500,1.43,242000,252500,242000,3223,799894500,400429260000,1617896,STK
538,101160,KR7101160000,월덱스,KOSDAQ,우량기업부,24250,1,200,0.83,23800,24300,23650,58331,1396661400,400391580250,16510993,KSQ
539,243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,10230,2,-70,-0.68,10310,10440,10180,140514,1440953620,398141728050,38919035,KSQ
540,054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,26200,1,200,0.77,25650,26400,25500,135076,3505317250,396778904600,15144233,KSQ
541,051905,KR7051901007,LG생활건강우,KOSPI,,188900,1,1600,0.85,187300,190000,185000,10830,2039163400,396632763300,2099697,STK
542,089970,KR7089970008,브이엠,KOSDAQ,우량기업부,16530,1,300,1.85,16200,16680,16020,59239,969009940,396399235350,23980595,KSQ
543,241710,KR7241710003,코스메카코리아,KOSDAQ,우량기업부,37050,1,1400,3.93,36850,38000,36650,168631,6317332100,395694000000,10680000,KSQ
544,075580,KR7075580001,세진중공업,KOSPI,,6940,2,-110,-1.56,7030,7050,6880,204473,1417522850,394535224640,56849456,STK
545,003300,KR7003300001,한일홀딩스,KOSPI,,12770,1,120,0.95,12650,12840,12590,15986,203239420,393735928680,30832884,STK
546,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,35050,1,1300,3.85,33800,35550,33400,182644,6335235100,393609046500,11229930,KSQ
547,007460,KR7007460009,에이프로젠,KOSPI,,1486,2,-93,-5.89,1544,1560,1481,4871007,7326029788,393548165388,264837258,STK
548,005160,KR7005160007,동국산업,KOSDAQ,우량기업부,7240,1,10,0.14,7300,7530,7230,229963,1692390080,392730049680,54244482,KSQ
549,439090,KR7439090002,마녀공장,KOSDAQ,중견기업부,23950,1,600,2.57,23850,26000,23550,6613892,163445182450,392259327000,16378260,KSQ
550,094800,KR7094800000,맵스리얼티1,KOSPI,,4225,2,-55,-1.29,4280,4290,4220,52666,223477150,392225048475,92834331,STK
551,082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,17280,2,-130,-0.75,17390,17390,17010,35874,616355860,390624768000,22605600,KSQ
552,304360,KR7304360001,에스바이오메딕스,KOSDAQ,기술성장기업부,34200,1,100,0.29,33550,36900,31850,970886,33018912450,389848399200,11399076,KSQ
553,001390,KR7001390004,KG케미칼,KOSPI,,5690,2,-40,-0.7,5730,5760,5650,122848,699644240,389588837600,68469040,STK
554,089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,24350,1,1550,6.8,22700,24500,22500,287684,6853809050,389333050950,15989037,KSQ
555,183190,KR7183190008,아세아시멘트,KOSPI,,10100,2,-30,-0.3,10130,10130,9980,13962,140188300,388869048600,38501886,STK
556,003520,KR7003520004,영진약품,KOSPI,,2120,1,5,0.24,2120,2135,2100,114801,242756560,387732589720,182892731,STK
557,306200,KR7306200007,세아제강,KOSPI,,136400,2,-1100,-0.8,137500,137700,135800,4081,557300000,386871320000,2836300,STK
558,448730,KR7448730002,삼성FN리츠,KOSPI,,4995,2,-15,-0.3,5010,5010,4980,20385,101861185,386113500000,77300000,STK
559,034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,85000,1,100,0.12,84900,85400,84700,1190,101201700,385943690000,4540514,KSQ
560,064290,KR7064290000,인텍플러스,KOSDAQ,우량기업부,29950,2,-650,-2.12,30100,30200,29600,93521,2789278600,384496961900,12837962,KSQ
561,123890,KR7123890006,한국자산신탁,KOSPI,,3100,1,20,0.65,3075,3100,3070,76939,237570245,384331031200,123977752,STK
562,002310,KR7002310001,아세아제지,KOSPI,,8580,1,90,1.06,8490,8630,8460,83481,713877170,384233935800,44782510,STK
563,003545,KR7003541000,대신증권우,KOSPI,,14760,2,-150,-1.01,14890,14910,14400,57716,850659950,383760000000,26000000,STK
564,042000,KR7042000000,카페24,KOSDAQ,기술성장기업부,15780,1,700,4.64,15440,16250,15260,423266,6693604100,382713192120,24253054,KSQ
565,108670,KR7108670001,LX하우시스,KOSPI,,42650,2,-500,-1.16,43000,43100,42250,12983,554081050,382471125500,8967670,STK
566,114810,KR7114810005,한솔아이원스,KOSDAQ,중견기업부,13020,1,260,2.04,12800,13340,12730,244578,3203147170,382165305480,29352174,KSQ
567,010690,KR7010690006,화신,KOSPI,,10940,1,10,0.09,10910,11160,10870,104912,1153691600,382029285400,34920410,STK
568,007810,KR7007810005,코리아써키트,KOSPI,,16160,1,110,0.69,15900,16170,15870,56071,896296390,381711336160,23620751,STK
569,033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,12710,2,-130,-1.01,12770,12900,12640,110676,1408182670,381166468740,29989494,KSQ
570,166480,KR7166480004,코아스템켐온,KOSDAQ,벤처기업부,11560,1,30,0.26,11540,11940,11500,125229,1466282470,379981546560,32870376,KSQ
571,051980,KR7051980001,중앙첨단소재,KOSDAQ,중견기업부,4835,1,25,0.52,4815,4990,4685,1478943,7153406005,379556865395,78501937,KSQ
572,00104K,KR700104K010,CJ4우(전환),KOSPI,,89700,1,700,0.79,88800,90000,87600,12425,1109309800,379118126400,4226512,STK
573,115390,KR7115390007,락앤락,KOSPI,,8690,2,-10,-0.11,8700,8720,8690,291862,2536757510,376506511590,43326411,STK
574,099430,KR7099430001,바이오플러스,KOSDAQ,중견기업부,6480,1,40,0.62,6410,6610,6410,128114,833187570,375391998720,57930864,KSQ
575,004690,KR7004690004,삼천리,KOSPI,,92300,1,200,0.22,92200,92700,91600,3464,318680200,374278807500,4055025,STK
576,338220,KR7338220007,뷰노,KOSDAQ,기술성장기업부,27150,2,-1250,-4.4,28200,28250,27100,136390,3759938100,372361299750,13714965,KSQ
577,206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,15850,2,-50,-0.31,15740,16060,15620,46724,743094120,372261976000,23486560,KSQ
578,001940,KR7001940006,KISCO홀딩스,KOSPI,,23000,1,50,0.22,22700,23050,22700,3696,84580050,372056740000,16176380,STK
579,000680,KR7000680009,LS네트웍스,KOSPI,,4705,2,-25,-0.53,4675,4785,4615,656783,3072481675,370768190280,78803016,STK
580,029530,KR7029530003,신도리코,KOSPI,,36750,2,-200,-0.54,36800,36900,36550,3105,113823200,370441065750,10080029,STK
581,323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,16100,2,-290,-1.77,16390,16490,16070,70897,1145067650,370190520000,22993200,KSQ
582,003920,KR7003920006,남양유업,KOSPI,,513000,2,-4000,-0.77,517000,521000,512000,744,383344000,369360000000,720000,STK
583,299900,KR7299900001,위지윅스튜디오,KOSDAQ,우량기업부,2155,1,10,0.47,2145,2170,2125,241584,520026655,368610345020,171048884,KSQ
584,118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,14800,1,320,2.21,14250,14970,14190,446298,6589206760,367957452000,24861990,KSQ
585,036530,KR7036530004,SNT홀딩스,KOSPI,,22500,2,-100,-0.44,22850,22850,22450,3447,77717200,366837435000,16303886,STK
586,005389,KR7005383005,현대차3우B,KOSPI,,154100,2,-500,-0.32,154600,155200,153100,10362,1593702800,366820256400,2380404,STK
587,045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,20300,2,-100,-0.49,20200,20650,19910,114590,2317781810,365400000000,18000000,KSQ
588,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,30050,1,150,0.5,29400,30450,29250,60595,1816812450,363301254600,12089892,KSQ
589,050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,5930,1,130,2.24,5780,5960,5740,292480,1723747020,363044325200,61221640,KSQ
590,101730,KR7101730000,위메이드맥스,KOSDAQ,우량기업부,10890,1,30,0.28,10780,10970,10780,38608,420578480,362585729880,33295292,KSQ
591,031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,3620,2,-60,-1.63,3630,3680,3600,193605,703832250,361982142540,99995067,KSQ
592,060720,KR7060720000,KH바텍,KOSDAQ,우량기업부,15280,2,-180,-1.16,15460,15550,15230,150557,2310089950,361791313760,23677442,KSQ
593,348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,34350,1,50,0.15,34100,34700,33700,42505,1459827700,361762864500,10531670,KSQ
594,026890,KR7026890004,스틱인베스트먼트,KOSPI,,8670,2,-20,-0.23,8770,8770,8580,49579,428628620,361349777250,41678175,STK
595,009290,KR7009290008,광동제약,KOSPI,,6870,1,40,0.59,6840,6900,6800,71166,487867320,360131246370,52420851,STK
596,059090,KR7059090001,미코,KOSDAQ,중견기업부,10760,1,40,0.37,10670,10890,10500,90446,969624410,359564531280,33416778,KSQ
597,027410,KR7027410000,BGF,KOSPI,,3750,2,-25,-0.66,3780,3780,3735,12455,46749265,358937966250,95716791,STK
598,083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,20050,2,-50,-0.25,20000,20200,19510,90787,1812624490,357091161650,17810033,KSQ
599,148150,KR7148150006,세경하이테크,KOSDAQ,우량기업부,10090,1,450,4.67,9640,10220,9640,675187,6720340360,356710185870,35352843,KSQ
600,451800,KR7451800007,한화리츠,KOSPI,,5040,2,-50,-0.98,5100,5100,5030,31536,159008500,355824000000,70600000,STK
601,025860,KR7025860008,남해화학,KOSPI,,7160,3,0,0.0,7160,7180,7140,21951,157177490,355700515880,49678843,STK
602,000430,KR7000430009,대원강업,KOSPI,,5720,2,-70,-1.21,5740,5830,5690,190055,1088170130,354640000000,62000000,STK
603,093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,354103029120,254384360,STK
604,005690,KR7005690003,파미셀,KOSPI,,5900,1,10,0.17,5830,5950,5830,70075,412780140,354100087600,60016964,STK
605,001340,KR7001340009,백광산업,KOSPI,,7870,1,10,0.13,7860,8220,7700,616949,4946936540,353507863090,44918407,STK
606,005090,KR7005090006,SGC에너지,KOSPI,,24400,2,-250,-1.01,24600,24600,24150,48129,1167636800,351587725200,14409333,STK
607,330860,KR7330860008,네패스아크,KOSDAQ,우량기업부,28850,3,0,0.0,28500,28850,28050,73397,2079588100,351509698250,12184045,KSQ
608,000500,KR7000500009,가온전선,KOSPI,,47600,2,-1650,-3.35,48400,50100,47100,570078,27770291500,350238229600,7357946,STK
609,077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,7700,1,270,3.63,7700,7700,7410,746847,5659582440,349864915400,45437002,KSQ
610,002960,KR7002960003,한국쉘석유,KOSPI,,269000,2,-1500,-0.55,269000,271000,267500,2224,598839000,349700000000,1300000,STK
611,029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,6980,2,-20,-0.29,7000,7020,6960,34001,237541910,349000000000,50000000,KSQ
612,060980,KR7060980000,HL홀딩스,KOSPI,,34150,1,250,0.74,33900,34200,33750,5129,174333650,347285351500,10169410,STK
613,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,2945,2,-15,-0.51,2960,2980,2930,90598,266890675,346647300535,117707063,KSQ
614,051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,14740,1,50,0.34,14770,14900,14630,186741,2758272620,343846937280,23327472,KSQ
615,004700,KR7004700001,조광피혁,KOSPI,,51600,2,-200,-0.39,51700,51900,51200,215,11065400,343095520800,6649138,STK
616,003960,KR7003960002,사조대림,KOSPI,,37350,2,-750,-1.97,38100,38100,37250,6185,231399500,342292842450,9164467,STK
617,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,11130,1,100,0.91,10850,11140,10810,840002,9252110320,341292801990,30664223,KSQ
618,013030,KR7013030002,하이록코리아,KOSDAQ,중견기업부,26500,2,-700,-2.57,27200,27300,26450,30551,814980200,340685325000,12856050,KSQ
619,437730,KR7437730005,삼현,KOSDAQ,기술성장기업부,32200,1,100,0.31,32200,32650,31650,53742,1728121300,340327885800,10569189,KSQ
620,004430,KR7004430005,송원산업,KOSPI,,14170,2,-230,-1.6,14360,14630,14040,72479,1039067400,340080000000,24000000,STK
621,027360,KR7027360007,아주IB투자,KOSDAQ,우량기업부,2810,2,-45,-1.58,2820,2865,2765,451147,1265340230,339575590860,120845406,KSQ
622,432720,KR7432720001,퀄리타스반도체,KOSDAQ,기술성장기업부,30900,1,550,1.81,30350,31050,29650,147350,4494189300,339564426000,10989140,KSQ
623,298830,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,6390,1,160,2.57,6100,6530,6040,7115952,44795854040,336235799790,52619061,KSQ
624,003220,KR7003220001,대원제약,KOSPI,,15080,1,120,0.8,14950,15180,14950,30611,462011870,334628125520,22190194,STK
625,251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,26850,1,50,0.19,26850,27400,26300,54648,1462155600,332940000000,12400000,KSQ
626,00088K,KR700088K015,한화3우B,KOSPI,,14780,2,-70,-0.47,14960,14960,14770,23267,344865870,332136160000,22472000,STK
627,025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,8840,2,-70,-0.79,8920,8970,8800,4384,38720370,331007355640,37444271,KSQ
628,035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,11860,1,280,2.42,11530,12070,11530,128417,1519357910,330946587240,27904434,KSQ
629,126720,KR7126720002,수산인더스트리,KOSPI,,23150,1,350,1.54,22900,23350,22750,19945,460625700,330720900000,14286000,STK
630,119610,KR7119610004,인터로조,KOSDAQ,관리종목(소속부없음),24900,0,0,0.0,0,0,0,0,0,329090302200,13216478,KSQ
631,126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,22000,1,650,3.04,21550,22150,21350,228898,4997715250,328726464000,14942112,KSQ
632,136480,KR7136480001,하림,KOSDAQ,우량기업부,3085,1,30,0.98,3050,3090,3045,407705,1252234160,327656930670,106209702,KSQ
633,078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,3525,1,10,0.28,3560,3650,3500,6288756,22467475315,326823603900,92715916,KSQ
634,004560,KR7004560009,현대비앤지스틸,KOSPI,,21650,3,0,0.0,21750,22150,21350,111985,2431485600,326456258150,15078811,STK
635,024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,4510,2,-100,-2.17,4600,4685,4440,472460,2152490055,326425028050,72378055,KSQ
636,014620,KR7014620009,성광벤드,KOSDAQ,우량기업부,11390,2,-110,-0.96,11490,11600,11380,92860,1063877190,325754000000,28600000,KSQ
637,039840,KR7039840004,디오,KOSDAQ,우량기업부,20500,2,-100,-0.49,20600,20650,20450,11258,230974250,325575977500,15881755,KSQ
638,397030,KR7397030008,에이프릴바이오,KOSDAQ,기술성장기업부,14960,2,-70,-0.47,14910,15150,14750,86310,1288621030,324955884000,21721650,KSQ
639,023160,KR7023160005,태광,KOSDAQ,중견기업부,12250,2,-200,-1.61,12370,12540,12250,99525,1226710640,324625000000,26500000,KSQ
640,084010,KR7084010008,대한제강,KOSPI,,13860,2,-140,-1.0,14000,14040,13840,10261,142432150,324523542420,23414397,STK
641,007690,KR7007690001,국도화학,KOSPI,,35900,2,-1300,-3.49,37150,37250,35900,20280,734875750,323481114400,9010616,STK
642,357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,59200,2,-500,-0.84,60100,60100,59000,2923,173104700,322936000000,5455000,KSQ
643,084690,KR7084690007,대상홀딩스,KOSPI,,8910,1,260,3.01,8630,8930,8610,194040,1709563540,322653713580,36212538,STK
644,298690,KR7298690009,에어부산,KOSPI,,2765,1,70,2.6,2695,2780,2695,155620,429224955,322509600000,116640000,STK
645,001780,KR7001780006,알루코,KOSPI,,3330,3,0,0.0,3310,3360,3305,423580,1409013615,321949834560,96681632,STK
646,041020,KR7041020009,폴라리스오피스,KOSDAQ,우량기업부,6470,1,40,0.62,6420,6550,6230,908500,5819508580,321723972060,49725498,KSQ
647,263720,KR7263720005,디앤씨미디어,KOSDAQ,우량기업부,25650,1,900,3.64,24700,25800,24450,56847,1433461350,321252732450,12524473,KSQ
648,061970,KR7061970000,LB세미콘,KOSDAQ,우량기업부,7330,2,-60,-0.81,7320,7360,7200,117509,856005700,320941059360,43784592,KSQ
649,441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,8650,1,30,0.35,8630,8760,8580,95108,826197810,319432934950,36928663,KSQ
650,267980,KR7267980001,매일유업,KOSDAQ GLOBAL,우량기업부,40550,2,-150,-0.37,40700,40850,40400,2854,116152300,318059520900,7843638,KSQ
651,001470,KR7001470004,삼부토건,KOSPI,,1556,2,-23,-1.46,1580,1639,1550,6091485,9649773414,317827399224,204259254,STK
652,095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,7650,1,140,1.86,7510,7690,7470,75889,575053930,317556044100,41510594,KSQ
653,080160,KR7080160005,모두투어,KOSDAQ,우량기업부,16790,1,10,0.06,16780,17050,16670,69449,1170070860,317331000000,18900000,KSQ
654,035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1379,2,-15,-1.08,1392,1405,1378,184387,256247269,316905862203,229808457,KSQ
655,235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,9420,2,-280,-2.89,9860,9870,9330,223250,2111474070,316330146900,33580695,KSQ
656,038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,2915,2,-25,-0.85,2905,2930,2905,19681,57407160,314576031990,107916306,KSQ
657,278650,KR7278650007,HLB바이오스텝,KOSDAQ,우량기업부,3615,2,-115,-3.08,3755,3770,3485,593046,2183708560,312063841110,86324714,KSQ
658,051360,KR7051360006,토비스,KOSDAQ,벤처기업부,19180,1,160,0.84,18800,19410,18800,95513,1836700070,312002172440,16267058,KSQ
659,117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,17490,2,-660,-3.64,18150,18150,17450,239563,4238433340,311970179400,17837060,KSQ
660,138580,KR7138580006,비즈니스온,KOSDAQ,벤처기업부,13810,2,-490,-3.43,14230,14410,13700,69406,970883870,311500611030,22556163,KSQ
661,060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,6660,1,110,1.68,6530,6680,6500,75716,500968320,310113655920,46563612,KSQ
662,001630,KR7001630003,종근당홀딩스,KOSPI,,61800,1,200,0.32,61700,61800,61200,337,20733300,309609409800,5009861,STK
663,108230,KR7108230004,톱텍,KOSDAQ,벤처기업부,8140,2,-80,-0.97,8220,8330,8070,62511,510381650,309509214300,38023245,KSQ
664,077970,KR7077970002,STX엔진,KOSPI,,13450,2,-280,-2.04,13730,13870,13420,49867,678313700,309469758800,23008904,STK
665,002320,KR7002320000,한진,KOSPI,,20700,2,-150,-0.72,20800,21050,20550,62876,1300707300,309415899600,14947628,STK
666,072710,KR7072710007,농심홀딩스,KOSPI,,66700,1,100,0.15,66500,66900,66500,2473,164717300,309340593000,4637790,STK
667,064800,KR7064800006,젬백스링크,KOSDAQ,중견기업부,2860,2,-180,-5.92,2970,3035,2830,1025097,2971425655,308524264620,107875617,KSQ
668,029460,KR7029460003,케이씨,KOSPI,,22700,1,700,3.18,22150,23400,21900,77903,1773630050,307676798800,13554044,STK
669,000490,KR7000490003,대동,KOSPI,,11990,2,-30,-0.25,12020,12090,11900,72770,870504740,307433048120,25640788,STK
670,035150,KR7035150002,백산,KOSPI,,13650,2,-100,-0.73,13750,13830,13550,53117,727385070,307329750000,22515000,STK
671,086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,14540,1,30,0.21,14380,14540,14240,71944,1033710840,307290192040,21134126,KSQ
672,220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,13820,1,640,4.86,13060,14410,12800,2304481,31773630690,305451782100,22102155,KSQ
673,090360,KR7090360009,로보스타,KOSDAQ,중견기업부,31300,2,-250,-0.79,31550,31550,31050,28750,900591100,305175000000,9750000,KSQ
674,056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,8130,2,-60,-0.73,8190,8200,8100,75005,610874900,304973795760,37512152,KSQ
675,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,23300,2,-100,-0.43,23150,23450,23050,24920,580328050,303952414400,13045168,KSQ
676,024720,KR7024720005,콜마홀딩스,KOSPI,,8260,2,-180,-2.13,8440,8570,8210,103634,861651980,303716235200,36769520,STK
677,052020,KR7052020005,에스티큐브,KOSDAQ,관리종목(소속부없음),6450,2,-120,-1.83,6330,6600,6140,263154,1681581780,301177906050,46694249,KSQ
678,126340,KR7126340009,비나텍,KOSDAQ,우량기업부,49200,1,2000,4.24,47000,49800,46600,62472,3035188650,299387805600,6085118,KSQ
679,100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,5630,2,-50,-0.88,5670,5710,5610,20674,116567280,299091689420,53124634,KSQ
680,405100,KR7405100009,큐알티,KOSDAQ,벤처기업부,24200,1,150,0.62,23500,24300,23250,61123,1453653550,297401084200,12289301,KSQ
681,088260,KR7088260005,이리츠코크렙,KOSPI,,4680,1,65,1.41,4615,4680,4575,115896,534763960,296438641200,63341590,STK
682,003580,KR7003580008,HLB글로벌,KOSPI,,6510,2,-240,-3.56,6820,6820,6510,223160,1483055180,296294688270,45513777,STK
683,112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,29250,1,200,0.69,29050,30000,28300,1479851,43214585900,295733441250,10110545,KSQ
684,304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,24450,3,0,0.0,24500,24550,23950,56438,1364524000,295693605600,12093808,KSQ
685,214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,41450,2,-1150,-2.7,42100,42100,40650,67215,2763755200,294575202000,7106760,KSQ
686,058820,KR7058820002,CMG제약,KOSDAQ,우량기업부,2115,3,0,0.0,2105,2120,2100,102149,215616390,293757096060,138892244,KSQ
687,041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,4155,3,0,0.0,4170,4205,4130,29076,121228225,293361547920,70604464,KSQ
688,018470,KR7018470005,조일알미늄,KOSPI,,2310,2,-65,-2.74,2335,2350,2290,1796323,4151356945,292519275510,126631721,STK
689,448280,KR7448280008,에코아이,KOSDAQ,중견기업부,29600,2,-400,-1.33,30050,30250,29550,17863,532124750,292360472800,9877043,KSQ
690,003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,26300,2,-50,-0.19,26350,26400,26150,1385,36367650,291667000000,11090000,KSQ
691,012030,KR7012030003,DB,KOSPI,,1448,1,8,0.56,1439,1469,1431,111826,162213128,291299854984,201173933,STK
692,006390,KR7006390009,한일현대시멘트,KOSPI,,15050,1,60,0.4,15000,15050,14890,3183,47707180,290881463600,19327672,STK
693,004380,KR7004380002,삼익THK,KOSPI,,13850,1,10,0.07,13770,14060,13720,59928,829624190,290850000000,21000000,STK
694,060370,KR7060370004,LS마린솔루션,KOSDAQ,중견기업부,11190,2,-140,-1.24,11320,11600,11190,223255,2530645000,290248816080,25938232,KSQ
695,356860,KR7356860007,티엘비,KOSDAQ,우량기업부,29300,1,150,0.51,28850,29850,28600,310123,9067190250,288096059000,9832630,KSQ
696,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,19580,2,-90,-0.46,19500,19720,19410,16457,321132620,287826000000,14700000,KSQ
697,036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,3150,2,-55,-1.72,3235,3245,3040,715564,2258602305,287338514400,91218576,KSQ
698,001790,KR7001790005,대한제당,KOSPI,,3200,1,10,0.31,3175,3200,3155,252203,801483995,287029056000,89696580,STK
699,084680,KR7084680008,이월드,KOSPI,,2020,1,58,2.96,1962,2075,1962,652845,1319050407,286448509860,141806193,STK
700,094480,KR7094480001,갤럭시아머니트리,KOSDAQ,중견기업부,7300,2,-450,-5.81,7790,7800,7180,394727,2907827450,286377817400,39229838,KSQ
701,389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,16730,1,470,2.89,16620,17070,16350,203313,3397243020,285246500000,17050000,KSQ
702,451760,KR7451760003,컨텍,KOSDAQ,기술성장기업부,19060,1,1420,8.05,17450,19190,17420,521536,9756180750,284765472560,14940476,KSQ
703,950140,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),14330,1,670,4.9,14000,14450,13900,234557,3349921750,284706519780,19867866,KSQ
704,000480,KR7000480004,CR홀딩스,KOSPI,,6070,3,0,0.0,6070,6110,6010,9528,57691580,284625274300,46890490,STK
705,017390,KR7017390006,서울가스,KOSPI,,56900,2,-300,-0.52,57200,57200,56700,3035,172541600,284500000000,5000000,STK
706,217270,KR7217270008,넵튠,KOSDAQ,중견기업부,6090,2,-10,-0.16,6110,6180,6070,7212,44010200,283867993500,46612150,KSQ
707,083930,KR7083930008,아바코,KOSDAQ,우량기업부,19010,1,710,3.88,18400,20500,18040,3027719,59311508410,283492289980,14912798,KSQ
708,001510,KR7001510007,SK증권,KOSPI,,598,2,-5,-0.83,603,603,596,359394,215294006,282608922258,472590171,STK
709,950170,KR8392080006,JTC,KOSDAQ,관리종목(소속부없음),5610,2,-270,-4.59,5860,5860,5500,149180,842403780,282119175030,50288623,KSQ
710,047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,7890,2,-110,-1.38,7950,7960,7770,249722,1959903620,281947911270,35734843,KSQ
711,122900,KR7122900004,아이마켓코리아,KOSPI,,8420,2,-30,-0.36,8450,8490,8410,12005,101145820,281470832800,33428840,STK
712,217330,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,12500,1,910,7.85,11760,12850,11750,175155,2201652790,280288775000,22423102,KSQ
713,001500,KR7001500008,현대차증권,KOSPI,,8830,2,-70,-0.79,8880,8880,8800,5888,52003200,280021922460,31712562,STK
714,307750,KR7307750000,국전약품,KOSDAQ,우량기업부,5690,1,40,0.71,5610,5720,5600,63617,360511370,279204140610,49069269,KSQ
715,078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,5030,1,50,1.0,5000,5050,4960,71516,358047675,279070385700,55481190,KSQ
716,211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,18490,1,990,5.66,17490,18590,17340,582241,10619996840,278871800960,15082304,KSQ
717,402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,24350,1,350,1.46,24000,24550,23700,19186,464438450,278118102800,11421688,KSQ
718,011500,KR7011500006,한농화성,KOSPI,,17780,2,-350,-1.93,17990,18080,17750,135449,2420218790,278026606760,15637042,STK
719,000540,KR7000540005,흥국화재,KOSPI,,4325,2,-50,-1.14,4350,4455,4295,176904,768028630,277849439625,64242645,STK
720,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,3595,1,20,0.56,3535,3600,3515,147796,525103870,277670541695,77237981,KSQ
721,092220,KR7092220003,KEC,KOSPI,,1383,1,11,0.8,1371,1419,1357,782644,1082359681,277655424003,200763141,STK
